"Year","Area","Street","Street 2","Strange HTML"
2011,"Birmingham","Regencywharf",NA,NA
2011,"Birmingham","Risabarbirmingham",NA,NA
2011,"Birmingham","Risabroadstr.",NA,NA
2011,"Birmingham","Rookeryroadhandsworth",NA,NA
2011,"Birmingham","Rottersleystr.birmingham",NA,NA
2011,"Birmingham","Rotundaislandcitycentre",NA,NA
2011,"Birmingham","Sainsburyscolmorerow",NA,NA
2011,"Birmingham","Sandringhamroad",NA,NA
2011,"Birmingham","Sandwellhospital",NA,NA
2011,"Birmingham","Senceinthearcadian",NA,NA
2011,"Birmingham","Sensenightclubarcadiabirmingham",NA,NA
2011,"Birmingham","Shadwellstr.",NA,NA
2011,"Birmingham","Shakespearebarnewstr.station",NA,NA
2011,"Birmingham","Shakespearephnewststation",NA,NA
2011,"Birmingham","Sheepcotestr.birmingham",NA,NA
2011,"Birmingham","Siohoroadhandsworth",NA,NA
2011,"Birmingham","Sladeroaderdington",NA,NA
2011,"Birmingham","Smallbrookqueensway",NA,NA
2011,"Birmingham","Smallbrookqueensway",NA,NA
2011,"Birmingham","Smallbrookqueensway",NA,NA
2011,"Birmingham","Smallbrookqueensway",NA,NA
2011,"Birmingham","Smallbrookqueenswaycitycentrebirmingham",NA,NA
2011,"Birmingham","Smallbrookqueenswaycitycentre",NA,NA
2011,"Birmingham","Smethwickend",NA,NA
2011,"Birmingham","Sohohill",NA,NA
2011,"Birmingham","Sohohillhandsworthbirmingham",NA,NA
2011,"Birmingham","Sohoroad",NA,NA
2011,"Birmingham","Sohoroad",NA,NA
2011,"Birmingham","Sohoroad",NA,NA
2011,"Birmingham","Sohoroad",NA,NA
2011,"Birmingham","Sommerfieldparkwinsongreen",NA,NA
2011,"Birmingham","Squarepegph",NA,NA
2011,"Birmingham","Squarepegcorporationstr.",NA,NA
2011,"Birmingham","Starcityaston",NA,NA
2011,"Birmingham","Starcitybirmingham",NA,NA
2011,"Birmingham","Starcitynechells",NA,NA
2011,"Birmingham","Stationroadcitycentre",NA,NA
2011,"Birmingham","Steelhouselane",NA,NA
2011,"Birmingham","Steelhouselane",NA,NA
2011,"Birmingham","Steelhouselane",NA,NA
2011,"Birmingham","Steelhouselane",NA,NA
2011,"Birmingham","Steelhouselane",NA,NA
2011,"Birmingham","Steelhouselane",NA,NA
2011,"Birmingham","Steelhouselane",NA,NA
2011,"Birmingham","Steelhouselane",NA,NA
2011,"Birmingham","Steelhouselanepolicestation",NA,NA
2011,"Birmingham","Steelhouselanebirmingham",NA,NA
2011,"Birmingham","Steelhouselanecitycentrebirmingham",NA,NA
2011,"Birmingham","Stephensonst",NA,NA
2011,"Birmingham","Stephensonstr.",NA,NA
2011,"Birmingham","Stephensonstr.birminghamcity",NA,NA
2011,"Birmingham","Stephensonstr.citycentre",NA,NA
2011,"Birmingham","Stephensonsstr.",NA,NA
2011,"Birmingham","Suffolkstqueensway",NA,NA
2011,"Birmingham","Sugarsuitebroadstr.",NA,NA
2011,"Birmingham","Summerlane",NA,NA
2011,"Birmingham","Summerrow",NA,NA
2011,"Birmingham","Templerow",NA,NA
2011,"Birmingham","Templerow",NA,NA
2011,"Birmingham","Tennantst",NA,NA
2011,"Birmingham","Terraceroadhandsworth",NA,NA
2011,"Birmingham","Tescoastonlane",NA,NA
2011,"Birmingham","Tescospringhill",NA,NA
2011,"Birmingham","Theparadesuttoncoldfield",NA,NA
2011,"Birmingham","Theparadesuttoncoldfield",NA,NA
2011,"Birmingham","Therampcorporationstbirmingham",NA,NA
2011,"Birmingham","Theramp",NA,NA
2011,"Birmingham","Thornhillroadbirmingham",NA,NA
2011,"Birmingham","Thornhillroadhandsworth",NA,NA
2011,"Birmingham","Thorpestathurstst",NA,NA
2011,"Birmingham","Thorpestr.",NA,NA
2011,"Birmingham","Trocaderopublichouseos",NA,NA
2011,"Birmingham","Turnerspalletshayholeroad",NA,NA
2011,"Birmingham","Upperdeanstr.",NA,NA
2011,"Birmingham","Upperdeanstr.birmingham",NA,NA
2011,"Birmingham","Upperdeanstr.birminghamcitycentre",NA,NA
2011,"Birmingham","Upperdeanstr.citycentre",NA,NA
2011,"Birmingham","Upperparadesuttoncoldfield",NA,NA
2011,"Birmingham","Upperparadesuttoncoldfield",NA,NA
2011,"Birmingham","Victoriasquarebham",NA,NA
2011,"Birmingham","Victoriasquarecitycentre",NA,NA
2011,"Birmingham","Waiverleyparkhandsworth",NA,NA
2011,"Birmingham","Walkaboutbarbroadst",NA,NA
2011,"Birmingham","Walkaboutphbroadstbirmingham",NA,NA
2011,"Birmingham","Walkaboutphbroadstr.birmingham",NA,NA
2011,"Birmingham","Walkaboutbroadstr.",NA,NA
2011,"Birmingham","Walsallroadgreatbarr",NA,NA
2011,"Birmingham","Walsallroadperrybarr",NA,NA
2011,"Birmingham","Warfroadkingsnorton",NA,NA
2011,"Birmingham","Warwardslane",NA,NA
2011,"Birmingham","Washingtondrivehandsworthwood",NA,NA
2011,"Birmingham","Washingtonstr.",NA,NA
2011,"Birmingham","Waterlooroadsmethwick",NA,NA
2011,"Birmingham","Waverhillparkhandsworth",NA,NA
2011,"Birmingham","Waverhillroadhandsworth",NA,NA
2011,"Birmingham","Wayentrancevillaground",NA,NA
2011,"Birmingham","Wellingtonroad",NA,NA
2011,"Birmingham","Wittonarms",NA,NA
2011,"Birmingham","Wittonroad",NA,NA
2011,"Birmingham","Wittonroad",NA,NA
2011,"Birmingham","Wittonroadaston",NA,NA
2011,"Birmingham","Wrottesleystr.",NA,NA
2011,"Coventry","Primrosehillcoventry",NA,NA
2011,"Coventry","Albanyroad",NA,NA
2011,"Coventry","Aldbourneroad",NA,NA
2011,"Coventry","Aldermansgreenroad",NA,NA
2011,"Coventry","Allesleyoldroad",NA,NA
2011,"Coventry","Almondtreeave.",NA,NA
2011,"Coventry","Arburyavecoventry",NA,NA
2011,"Coventry","Arenacarparka444",NA,NA
2011,"Coventry","Argylestcoventry",NA,NA
2011,"Coventry","Armstrongave.stoke",NA,NA
2011,"Coventry","Ashorneclose",NA,NA
2011,"Coventry","Attoxhallrd",NA,NA
2011,"Coventry","Averleyroaddaimlergreen",NA,NA
2011,"Coventry","Awsonstr.",NA,NA
2011,"Coventry","Bandalssurgeryfoleshillroad",NA,NA
2011,"Coventry","Bellgreenrdjunctiona444",NA,NA
2011,"Coventry","Bellgreenroadcoventry",NA,NA
2011,"Coventry","Bellgreenroadcoventry",NA,NA
2011,"Coventry","Binleyroad",NA,NA
2011,"Coventry","Binleyroad",NA,NA
2011,"Coventry","Binleyroad",NA,NA
2011,"Coventry","Binleyroad",NA,NA
2011,"Coventry","Bishopstr.",NA,NA
2011,"Coventry","Blackhorselane",NA,NA
2011,"Coventry","Blytheroad",NA,NA
2011,"Coventry","Bpgarageanstyroad",NA,NA
2011,"Coventry","Bramblestcoventry",NA,NA
2011,"Coventry","Braodparkroadcoventry",NA,NA
2011,"Coventry","Bredonavecoventry",NA,NA
2011,"Coventry","Broadgate",NA,NA
2011,"Coventry","Bullyard",NA,NA
2011,"Coventry","Bushberryave.",NA,NA
2011,"Coventry","Buttsroadcoventry",NA,NA
2011,"Coventry","Cashslane",NA,NA
2011,"Coventry","Cauldonroad",NA,NA
2011,"Coventry","Charterave",NA,NA
2011,"Coventry","Charteravecoventry",NA,NA
2011,"Coventry","Chesterstr.",NA,NA
2011,"Coventry","Chestertonroad",NA,NA
2011,"Coventry","Cheveralavecoventry",NA,NA
2011,"Coventry","Cliffbridgeroad",NA,NA
2011,"Coventry","Cliftonstcoventry",NA,NA
2011,"Coventry","Cocstr.",NA,NA
2011,"Coventry","Communallandingatgeorgepoolehousecoventry",NA,NA
2011,"Coventry","Comptonroad",NA,NA
2011,"Coventry","Concoursenearmortimers",NA,NA
2011,"Coventry","Cookst",NA,NA
2011,"Coventry","Corporationst",NA,NA
2011,"Coventry","Corporationstcoventry",NA,NA
2011,"Coventry","Corporationstr.",NA,NA
2011,"Coventry","Coundonroad",NA,NA
2011,"Coventry","Coventry",NA,NA
2011,"Coventry","Coventrycentralcells",NA,NA
2011,"Coventry","Coventrycentralfrontoffice",NA,NA
2011,"Coventry","Coventrycentralpolstn",NA,NA
2011,"Coventry","Coventrycentralpolicestation",NA,NA
2011,"Coventry","Coventrycentralpolicestation",NA,NA
2011,"Coventry","Coventrycentralps",NA,NA
2011,"Coventry","Coventrycentralps",NA,NA
2011,"Coventry","Coventryrailwatstation",NA,NA
2011,"Coventry","Coventryrailwaystation",NA,NA
2011,"Coventry","Coventrytrainstation",NA,NA
2011,"Coventry","Coxstr.",NA,NA
2011,"Coventry","Crossroad",NA,NA
2011,"Coventry","Devonshirearms",NA,NA
2011,"Coventry","Duckhamcourt",NA,NA
2011,"Coventry","Earlsdonhighstr.",NA,NA
2011,"Coventry","Elmspubbirminghamroad",NA,NA
2011,"Coventry","Fairfaxstr.",NA,NA
2011,"Coventry","Fargosfordstr.",NA,NA
2011,"Coventry","Fargosfordstr.",NA,NA
2011,"Coventry","Farndaleave",NA,NA
2011,"Coventry","Farndaleave",NA,NA
2011,"Coventry","Foleshillrd",NA,NA
2011,"Coventry","Foleshillroad",NA,NA
2011,"Coventry","Foleshillroad",NA,NA
2011,"Coventry","Foleshillroad",NA,NA
2011,"Coventry","Foleshillroadcoventry",NA,NA
2011,"Coventry","Fourpoundsavecoventry",NA,NA
2011,"Coventry","Friarsroad",NA,NA
2011,"Coventry","Frontofcoventrycentralpolicestation",NA,NA
2011,"Coventry","Frontoffice",NA,NA
2011,"Coventry","Frontoffice",NA,NA
2011,"Coventry","Galabingopoolmeadow",NA,NA
2011,"Coventry","Gosfordstr.",NA,NA
2011,"Coventry","Gosfordstr.",NA,NA
2011,"Coventry","Gosfordstr.",NA,NA
2011,"Coventry","Greyfriarsstcoventry",NA,NA
2011,"Coventry","Gulsonroadcoventry",NA,NA
2011,"Coventry","Gulsonroadcoventry",NA,NA
2011,"Coventry","Halest",NA,NA
2011,"Coventry","Halesstr.coventry",NA,NA
2011,"Coventry","Hartfrodstr.",NA,NA
2011,"Coventry","Haylestr.",NA,NA
2011,"Coventry","Haylesstr.",NA,NA
2011,"Coventry","Hedgefieldway",NA,NA
2011,"Coventry","Heraldwaycoventry",NA,NA
2011,"Coventry","Highstcoventry",NA,NA
2011,"Coventry","Highstr.",NA,NA
2011,"Coventry","Highstr.",NA,NA
2011,"Coventry","Hillstr.",NA,NA
2011,"Coventry","Hipswellhighway",NA,NA
2011,"Coventry","Holmesdaleroad",NA,NA
2011,"Coventry","Hurstroad",NA,NA
2011,"Coventry","Ibishotel",NA,NA
2011,"Coventry","Ikeacarpark",NA,NA
2011,"Coventry","Ikeaplaza",NA,NA
2011,"Coventry","Ironmongerrow",NA,NA
2011,"Coventry","Jardinecrescent",NA,NA
2011,"Coventry","Jardinecrescent",NA,NA
2011,"Coventry","Jasrdinecrescent",NA,NA
2011,"Coventry","Jdwetherspoonearlsdon",NA,NA
2011,"Coventry","Jordanwell",NA,NA
2011,"Coventry","Jordanwellcoventry",NA,NA
2011,"Coventry","Jubileecresent",NA,NA
2011,"Coventry","Kirbyroad",NA,NA
2011,"Coventry","Ladylane",NA,NA
2011,"Coventry","Lambethclose",NA,NA
2011,"Coventry","Leaderclose",NA,NA
2011,"Coventry","Lidiceplace",NA,NA
2011,"Coventry","Lincolnstr.coventry",NA,NA
2011,"Coventry","Littlparkstr.",NA,NA
2011,"Coventry","Littleparkstcoventry",NA,NA
2011,"Coventry","Littleparkstcoventry",NA,NA
2011,"Coventry","Littleparkstcoventry",NA,NA
2011,"Coventry","Littleparkstr.",NA,NA
2011,"Coventry","Littleparkstr.",NA,NA
2011,"Coventry","Littleparkstr.",NA,NA
2011,"Coventry","Littleparkstr.",NA,NA
2011,"Coventry","Littleparkstr.",NA,NA
2011,"Coventry","Littleparkstr.",NA,NA
2011,"Coventry","Littleparkstr.",NA,NA
2011,"Coventry","Littleparkstr.",NA,NA
2011,"Coventry","Littleparkstr.",NA,NA
2011,"Coventry","Londonroad",NA,NA
2011,"Coventry","Londonroad",NA,NA
2011,"Coventry","Longfordroad",NA,NA
2011,"Coventry","Lowerfordst",NA,NA
2011,"Coventry","Lowerfordstr.",NA,NA
2011,"Coventry","Lowerholyheaddjtnwithsponst",NA,NA
2011,"Coventry","Lowerholyheadrdcoventry",NA,NA
2011,"Coventry","Lowerholyheadroadcoventry",NA,NA
2011,"Coventry","Lowerprecinctcoventry",NA,NA
2011,"Coventry","Mafo",NA,NA
2011,"Coventry","Manorhousedrive",NA,NA
2011,"Coventry","Marketway",NA,NA
2011,"Coventry","Maryslessorst",NA,NA
2011,"Coventry","Masserroad",NA,NA
2011,"Coventry","Mcdonaldsrestauranta45coventry",NA,NA
2011,"Coventry","Memorialparkcoventry",NA,NA
2011,"Coventry","Middleride",NA,NA
2011,"Coventry","Milelane",NA,NA
2011,"Coventry","Milelane",NA,NA
2011,"Coventry","Milleniumplace",NA,NA
2011,"Coventry","Milleniumplace",NA,NA
2011,"Coventry","Mintcasinokingwilliamstr.",NA,NA
2011,"Coventry","Mirandaclose",NA,NA
2011,"Coventry","Morrisroad",NA,NA
2011,"Coventry","Motormuseum",NA,NA
2011,"Coventry","Newunionst",NA,NA
2011,"Coventry","Normanplaceroad",NA,NA
2011,"Coventry","Northyroad",NA,NA
2011,"Coventry","Osccfo",NA,NA
2011,"Coventry","Oscoventrycentralpolicestation",NA,NA
2011,"Coventry","Osgosfordarms",NA,NA
2011,"Coventry","Oakgosfordstr.",NA,NA
2011,"Coventry","Outsidecoventrycentralps",NA,NA
2011,"Coventry","Outsidefoleshillps",NA,NA
2011,"Coventry","Outsidefrontofcoventrycentralpolicestation",NA,NA
2011,"Coventry","Outsideheatbar",NA,NA
2011,"Coventry","Outsidekasbars",NA,NA
2011,"Coventry","Outsideofthejewsonstandrichoarenacoventry",NA,NA
2011,"Coventry","Owenfordroad",NA,NA
2011,"Coventry","Palmtreeavewoodend",NA,NA
2011,"Coventry","Palmerlanecoventry",NA,NA
2011,"Coventry","Palmerlanecoventry",NA,NA
2011,"Coventry","Palmerlanecoventry",NA,NA
2011,"Coventry","Penruddickdrivecoventry",NA,NA
2011,"Coventry","Plymouthclose",NA,NA
2011,"Coventry","Poolmeadow",NA,NA
2011,"Coventry","Poolmeadowbusstation",NA,NA
2011,"Coventry","Poolmeadowbusstn",NA,NA
2011,"Coventry","Poolmeadow",NA,NA
2011,"Coventry","Poolmeadowbusstation",NA,NA
2011,"Coventry","Poolmeadowbusstation",NA,NA
2011,"Coventry","Poppycourtremembranceroadwillenhallcoventry",NA,NA
2011,"Coventry","Primrosehillst",NA,NA
2011,"Coventry","Primrosehillstr.",NA,NA
2011,"Coventry","Primrosehillstr.",NA,NA
2011,"Coventry","Primrosehillstr.coventry",NA,NA
2011,"Coventry","Princethorpeway",NA,NA
2011,"Coventry","Prioryfieldscoventry",NA,NA
2011,"Coventry","Priorygardens",NA,NA
2011,"Coventry","Priorystr.",NA,NA
2011,"Coventry","Pumaway",NA,NA
2011,"Coventry","Queenmarysroadfoleshillcoventry",NA,NA
2011,"Coventry","Queenmarysroadcoventry",NA,NA
2011,"Coventry","Queenvictoriaroad",NA,NA
2011,"Coventry","Radfordroad",NA,NA
2011,"Coventry","Radfordroad",NA,NA
2011,"Coventry","Raglanstr.",NA,NA
2011,"Coventry","Redlane",NA,NA
2011,"Coventry","Remembranceroad",NA,NA
2011,"Coventry","Richoareana",NA,NA
2011,"Coventry","Richoareana",NA,NA
2011,"Coventry","Richoarenacoventry",NA,NA
2011,"Coventry","Ricoharena",NA,NA
2011,"Coventry","Ricoharena",NA,NA
2011,"Coventry","Ricoharena",NA,NA
2011,"Coventry","Ridgethorpewillenhallcoventry",NA,NA
2011,"Coventry","Rileyssquarebellgreen",NA,NA
2011,"Coventry","Ringrd",NA,NA
2011,"Coventry","Riverwalkwalkwoodend",NA,NA
2011,"Coventry","Rolandave.holbrookscoventry",NA,NA
2011,"Coventry","Rotherhanmroad",NA,NA
2011,"Coventry","Sainsburystrinitystcoventry",NA,NA
2011,"Coventry","Scotslane",NA,NA
2011,"Coventry","Sewallhighway",NA,NA
2011,"Coventry","Sewallhighway",NA,NA
2011,"Coventry","Sewallhighwaycoventry",NA,NA
2011,"Coventry","Silverstr.coventry",NA,NA
2011,"Coventry","Skyblueway",NA,NA
2011,"Coventry","Skydome",NA,NA
2011,"Coventry","Skydome",NA,NA
2011,"Coventry","Skydome",NA,NA
2011,"Coventry","Skydome",NA,NA
2011,"Coventry","Skydome",NA,NA
2011,"Coventry","Skydome",NA,NA
2011,"Coventry","Skydome",NA,NA
2011,"Coventry","Skydome",NA,NA
2011,"Coventry","Skydomeconcourse",NA,NA
2011,"Coventry","Skydomeconcourse",NA,NA
2011,"Coventry","Skydomeconcourse",NA,NA
2011,"Coventry","Skydomeconcourse",NA,NA
2011,"Coventry","Skydomeconcourse",NA,NA
2011,"Coventry","Skydomeconcoursecovenmtry",NA,NA
2011,"Coventry","Skydomeconcoursecoventry",NA,NA
2011,"Coventry","Skydomeconcourse",NA,NA
2011,"Coventry","Skydomecoventry",NA,NA
2011,"Coventry","Skydomecoventrycitycentre",NA,NA
2011,"Coventry","Skydome",NA,NA
2011,"Coventry","Skydome",NA,NA
2011,"Coventry","Skydome",NA,NA
2011,"Coventry","Skydome",NA,NA
2011,"Coventry","Skydome",NA,NA
2011,"Coventry","Skydome",NA,NA
2011,"Coventry","Skydome",NA,NA
2011,"Coventry","Skydome",NA,NA
2011,"Coventry","Skydome",NA,NA
2011,"Coventry","Skydomecoventry",NA,NA
2011,"Coventry","Skydomecarpark",NA,NA
2011,"Coventry","Skydomecarpark",NA,NA
2011,"Coventry","Skydomecomplex",NA,NA
2011,"Coventry","Skydomecomplex",NA,NA
2011,"Coventry","Skydomecomplex",NA,NA
2011,"Coventry","Skydomecomplexcoventry",NA,NA
2011,"Coventry","Skydomeconcourse",NA,NA
2011,"Coventry","Skydomeconcourse",NA,NA
2011,"Coventry","Skydomeconcourse",NA,NA
2011,"Coventry","Skydomeconcourse",NA,NA
2011,"Coventry","Skydomeconcourse",NA,NA
2011,"Coventry","Skydomeconcourse",NA,NA
2011,"Coventry","Skydomeconcourse",NA,NA
2011,"Coventry","Skydomeconcourse",NA,NA
2011,"Coventry","Skydomeconcourse",NA,NA
2011,"Coventry","Skydomeconcourse",NA,NA
2011,"Coventry","Skydomeconcourse",NA,NA
2011,"Coventry","Skydomeconcourse",NA,NA
2011,"Coventry","Skydomeconcourse",NA,NA
2011,"Coventry","Skydomeconcourse",NA,NA
2011,"Coventry","Skydomeconcourse",NA,NA
2011,"Coventry","Skydomeconcoursecoventry",NA,NA
2011,"Coventry","Skydomeconcourse",NA,NA
2011,"Coventry","Skydomecoventry",NA,NA
2011,"Coventry","Skydomecoventry",NA,NA
2011,"Coventry","Skydomecoventrycitycentre",NA,NA
2011,"Coventry","Skydomecoventry",NA,NA
2011,"Coventry","Skydomecoventry",NA,NA
2011,"Coventry","Sorellclose",NA,NA
2011,"Coventry","Southbankroadcoventry",NA,NA
2011,"Coventry","Spomstcoventry",NA,NA
2011,"Coventry","Sponend",NA,NA
2011,"Coventry","Sponendcoventry",NA,NA
2011,"Coventry","Sponstcoventry",NA,NA
2011,"Coventry","Sponstcoventry",NA,NA
2011,"Coventry","Sponstcoventry",NA,NA
2011,"Coventry","Sponstcoventry",NA,NA
2011,"Coventry","Sponstcoventry",NA,NA
2011,"Coventry","Sponstcoventry",NA,NA
2011,"Coventry","Sponstcoventry",NA,NA
2011,"Coventry","Sponstcoventry",NA,NA
2011,"Coventry","Sponstcoventry",NA,NA
2011,"Coventry","Sponstr.",NA,NA
2011,"Coventry","Sponstr.",NA,NA
2011,"Coventry","Sponstr.",NA,NA
2011,"Coventry","Sponstr.",NA,NA
2011,"Coventry","Sponstr.",NA,NA
2011,"Coventry","Sponstr.",NA,NA
2011,"Coventry","Stgeorgesroad",NA,NA
2011,"Coventry","Stgeorgesroadstoke",NA,NA
2011,"Coventry","Stlukesroadcoventry",NA,NA
2011,"Coventry","Stonetstantonroadpolicestation",NA,NA
2011,"Coventry","Stoneystantonroadpolicestationcoventry",NA,NA
2011,"Coventry","Swanswellpark",NA,NA
2011,"Coventry","Tachbrookclose",NA,NA
2011,"Coventry","Tarquinclosecoventry",NA,NA
2011,"Coventry","Terryroad",NA,NA
2011,"Coventry","Terryroadcoventry",NA,NA
2011,"Coventry","Thebullyardcitycentre",NA,NA
2011,"Coventry","Thebullyard",NA,NA
2011,"Coventry","Theburges",NA,NA
2011,"Coventry","Theburgess",NA,NA
2011,"Coventry","Theburgess",NA,NA
2011,"Coventry","Theburgess",NA,NA
2011,"Coventry","Thebuttscoventry",NA,NA
2011,"Coventry","Thebuttsretreatph",NA,NA
2011,"Coventry","Thecroftlongford",NA,NA
2011,"Coventry","Theforummedicalcentrecoventry",NA,NA
2011,"Coventry","Thimblerroad",NA,NA
2011,"Coventry","Tilehilllanecoventry",NA,NA
2011,"Coventry","Torringtonave.",NA,NA
2011,"Coventry","Trinitypointlink",NA,NA
2011,"Coventry","Trinitystr.",NA,NA
2011,"Coventry","Trinitystr.",NA,NA
2011,"Coventry","Trinitystr.",NA,NA
2011,"Coventry","Trinitystr.citycentrecoventry",NA,NA
2011,"Coventry","Universityhospital",NA,NA
2011,"Coventry","Universityhospital",NA,NA
2011,"Coventry","Universityhospitalcoventry",NA,NA
2011,"Coventry","Unniversityofwarwickcoventry",NA,NA
2011,"Coventry","Uppersponst",NA,NA
2011,"Coventry","Vinestr.",NA,NA
2011,"Coventry","Vinestr.",NA,NA
2011,"Coventry","Vinecoteroad",NA,NA
2011,"Coventry","Wallacerd",NA,NA
2011,"Coventry","Walsgravehospital",NA,NA
2011,"Coventry","Warwickrow",NA,NA
2011,"Coventry","Warwickuniversity",NA,NA
2011,"Coventry","Westorchard",NA,NA
2011,"Coventry","Westorchardscirculatoryroad",NA,NA
2011,"Coventry","Whitestr.",NA,NA
2011,"Coventry","Willenhalllanecoventry",NA,NA
2011,"Coventry","Willenhallpolicestationfrontoffice",NA,NA
2011,"Coventry","Willenhallps",NA,NA
2011,"Coventry","Winnalthorpe",NA,NA
2011,"Coventry","Woodwaylanecoventry",NA,NA
2011,"Coventry","Wroxalldrive",NA,NA
2011,"Coventry","Wroxhalldrive",NA,NA
2011,"Dudley","Albionstr.brierleyhill",NA,NA
2011,"Dudley","Amblecotehighstr.stourbridge",NA,NA
2011,"Dudley","Arleycourt",NA,NA
2011,"Dudley","Baptistendroadnetherton",NA,NA
2011,"Dudley","Bellststourbridge",NA,NA
2011,"Dudley","Bellstr.",NA,NA
2011,"Dudley","Bellstr.stourbridge",NA,NA
2011,"Dudley","Bhps",NA,NA
2011,"Dudley","Birminghamstr.stourbridge",NA,NA
2011,"Dudley","Bramfordarms",NA,NA
2011,"Dudley","Brettlelane",NA,NA
2011,"Dudley","Brickhouseroad",NA,NA
2011,"Dudley","Brisbaneroadsmethwick",NA,NA
2011,"Dudley","Broadwaystourbridge",NA,NA
2011,"Dudley","Broadwaystourbridge",NA,NA
2011,"Dudley","Broadwaystourbridge",NA,NA
2011,"Dudley","Burmesewayrowleyregis",NA,NA
2011,"Dudley","Busstationdudley",NA,NA
2011,"Dudley","Carparkofmaybrookhosueinhalesowen",NA,NA
2011,"Dudley","Carparkofthebarleymowhighstr.wollaston",NA,NA
2011,"Dudley","Castlegatedudley",NA,NA
2011,"Dudley","Cinderbankislandnetherton",NA,NA
2011,"Dudley","Courtst",NA,NA
2011,"Dudley","Courthousephsedgeley",NA,NA
2011,"Dudley","Crabmillcarparkoldswinford",NA,NA
2011,"Dudley","Cromptonroad",NA,NA
2011,"Dudley","Crowncentrestourbridge",NA,NA
2011,"Dudley","Dudleybusstation",NA,NA
2011,"Dudley","Dudleypolicestation",NA,NA
2011,"Dudley","Dudleyroad",NA,NA
2011,"Dudley","Dudleyroadbrierleyhill",NA,NA
2011,"Dudley","Edwardrutlandphhighstr.stourbridge",NA,NA
2011,"Dudley","Envilleroad",NA,NA
2011,"Dudley","Fernrd",NA,NA
2011,"Dudley","Fosterstr.stourbridge",NA,NA
2011,"Dudley","Frontofficebhps",NA,NA
2011,"Dudley","Frontofficestourbridge",NA,NA
2011,"Dudley","Frontofficestourbridgepolicestation",NA,NA
2011,"Dudley","Hagleyroad",NA,NA
2011,"Dudley","Halesowenrdnetherton",NA,NA
2011,"Dudley","Halesowentowncentre",NA,NA
2011,"Dudley","Hampdenclosequarrybank",NA,NA
2011,"Dudley","Herefordroadnetherton",NA,NA
2011,"Dudley","Highststourbridge",NA,NA
2011,"Dudley","Highststourbridge",NA,NA
2011,"Dudley","Highststourbridge",NA,NA
2011,"Dudley","Highststourbridge",NA,NA
2011,"Dudley","Highstdudley",NA,NA
2011,"Dudley","Highstsedgely",NA,NA
2011,"Dudley","Highststourbridge",NA,NA
2011,"Dudley","Highststourbridge",NA,NA
2011,"Dudley","Highststourbridge",NA,NA
2011,"Dudley","Highststourbridge",NA,NA
2011,"Dudley","Highststourbridge",NA,NA
2011,"Dudley","Highstr.",NA,NA
2011,"Dudley","Highstr.",NA,NA
2011,"Dudley","Highstr.",NA,NA
2011,"Dudley","Highstr.brierleyhill",NA,NA
2011,"Dudley","Highstr.blackheath",NA,NA
2011,"Dudley","Highstr.quarrybank",NA,NA
2011,"Dudley","Highstr.stourbridge",NA,NA
2011,"Dudley","Highstr.stourbridge",NA,NA
2011,"Dudley","Highstr.stourbridge",NA,NA
2011,"Dudley","Highstr.stourbridge",NA,NA
2011,"Dudley","Highstr.westbromwich",NA,NA
2011,"Dudley","Highstr.amblecote",NA,NA
2011,"Dudley","Highstr.smethwick",NA,NA
2011,"Dudley","Highstr.stourbridge",NA,NA
2011,"Dudley","Highstr.stourbridge",NA,NA
2011,"Dudley","Highstr.stourbridge",NA,NA
2011,"Dudley","Highstr.stourbridge",NA,NA
2011,"Dudley","Highstr.stourbridge",NA,NA
2011,"Dudley","Highstr.stourbridge",NA,NA
2011,"Dudley","Highstr.stourbridge",NA,NA
2011,"Dudley","Highstr.stourbridge",NA,NA
2011,"Dudley","Highstr.halesowen",NA,NA
2011,"Dudley","Highviewstdudley",NA,NA
2011,"Dudley","Hillylanehalesowen",NA,NA
2011,"Dudley","Himleyroadgornal",NA,NA
2011,"Dudley","Homeaddress",NA,NA
2011,"Dudley","Hopetavernnetherton",NA,NA
2011,"Dudley","Hurstrdoldbury",NA,NA
2011,"Dudley","Jacksonstr.lye",NA,NA
2011,"Dudley","Kfcmerryhillcentredudley",NA,NA
2011,"Dudley","Kingstdudley",NA,NA
2011,"Dudley","Kingsleyroadnetherton",NA,NA
2011,"Dudley","Larellanehalesowen",NA,NA
2011,"Dudley","Littlebarrelphdudley",NA,NA
2011,"Dudley","Lloydsbarstourbridge",NA,NA
2011,"Dudley","Longlanehalesowen",NA,NA
2011,"Dudley","Lowerderrystr.brierleyhill",NA,NA
2011,"Dudley","Lowerhighstr.stourbridge",NA,NA
2011,"Dudley","Lupinroad",NA,NA
2011,"Dudley","Lyehighst",NA,NA
2011,"Dudley","Marketstr.kingswinford",NA,NA
2011,"Dudley","Marketstr.knigswinford",NA,NA
2011,"Dudley","Marketstr.stourbridge",NA,NA
2011,"Dudley","Marketstr.stourbridge",NA,NA
2011,"Dudley","Marketstr.kingswinford",NA,NA
2011,"Dudley","Marriotroad",NA,NA
2011,"Dudley","Marriotroad",NA,NA
2011,"Dudley","Marystevenspark",NA,NA
2011,"Dudley","Maybrookhousecarparkhalesowen",NA,NA
2011,"Dudley","Meadowfieldsclosewordsley",NA,NA
2011,"Dudley","Merryhillcentrebrierleyhill",NA,NA
2011,"Dudley","Millstr.sedgley",NA,NA
