"Year","Area","Street","Street 2"
2011,"Birmingham","Stephensonstr.",NA
2011,"Birmingham","Stephensonstr.birminghamcity",NA
2011,"Birmingham","Stephensonstr.citycentre",NA
2011,"Birmingham","Stephensonsstr.",NA
2011,"Birmingham","Suffolkstqueensway",NA
2011,"Birmingham","Sugarsuitebroadstr.",NA
2011,"Birmingham","Summerlane",NA
2011,"Birmingham","Summerrow",NA
2011,"Birmingham","Templerow",NA
2011,"Birmingham","Templerow",NA
2011,"Birmingham","Tennantst",NA
2011,"Birmingham","Terraceroadhandsworth",NA
2011,"Birmingham","Tescoastonlane",NA
2011,"Birmingham","Tescospringhill",NA
2011,"Birmingham","Theparadesuttoncoldfield",NA
2011,"Birmingham","Theparadesuttoncoldfield",NA
2011,"Birmingham","Therampcorporationstbirmingham",NA
2011,"Birmingham","Theramp",NA
2011,"Birmingham","Thornhillroadbirmingham",NA
2011,"Birmingham","Thornhillroadhandsworth",NA
2011,"Birmingham","Thorpestathurstst",NA
2011,"Birmingham","Thorpestr.",NA
2011,"Birmingham","Trocaderopublichouseos",NA
2011,"Birmingham","Turnerspalletshayholeroad",NA
2011,"Birmingham","Upperdeanstr.",NA
2011,"Birmingham","Upperdeanstr.birmingham",NA
2011,"Birmingham","Upperdeanstr.birminghamcitycentre",NA
2011,"Birmingham","Upperdeanstr.citycentre",NA
2011,"Birmingham","Upperparadesuttoncoldfield",NA
2011,"Birmingham","Upperparadesuttoncoldfield",NA
2011,"Birmingham","Victoriasquarebham",NA
2011,"Birmingham","Victoriasquarecitycentre",NA
2011,"Birmingham","Waiverleyparkhandsworth",NA
2011,"Birmingham","Walkaboutbarbroadst",NA
2011,"Birmingham","Walkaboutphbroadstbirmingham",NA
2011,"Birmingham","Walkaboutphbroadstr.birmingham",NA
2011,"Birmingham","Walkaboutbroadstr.",NA
2011,"Birmingham","Walsallroadgreatbarr",NA
2011,"Birmingham","Walsallroadperrybarr",NA
2011,"Birmingham","Warfroadkingsnorton",NA
2011,"Birmingham","Warwardslane",NA
2011,"Birmingham","Washingtondrivehandsworthwood",NA
2011,"Birmingham","Washingtonstr.",NA
2011,"Birmingham","Waterlooroadsmethwick",NA
2011,"Birmingham","Waverhillparkhandsworth",NA
2011,"Birmingham","Waverhillroadhandsworth",NA
2011,"Birmingham","Wayentrancevillaground",NA
2011,"Birmingham","Wellingtonroad",NA
2011,"Birmingham","Wittonarms",NA
2011,"Birmingham","Wittonroad",NA
2011,"Birmingham","Wittonroad",NA
2011,"Birmingham","Wittonroadaston",NA
2011,"Birmingham","Wrottesleystr.",NA
2011,"Coventry","Primrosehillcoventry",NA
2011,"Coventry","Albanyroad",NA
2011,"Coventry","Aldbourneroad",NA
2011,"Coventry","Aldermansgreenroad",NA
2011,"Coventry","Allesleyoldroad",NA
2011,"Coventry","Almondtreeave.",NA
2011,"Coventry","Arburyavecoventry",NA
2011,"Coventry","Arenacarparka444",NA
2011,"Coventry","Argylestcoventry",NA
2011,"Coventry","Armstrongave.stoke",NA
2011,"Coventry","Ashorneclose",NA
2011,"Coventry","Attoxhallrd",NA
2011,"Coventry","Averleyroaddaimlergreen",NA
2011,"Coventry","Awsonstr.",NA
2011,"Coventry","Bandalssurgeryfoleshillroad",NA
2011,"Coventry","Bellgreenrdjunctiona444",NA
2011,"Coventry","Bellgreenroadcoventry",NA
2011,"Coventry","Bellgreenroadcoventry",NA
2011,"Coventry","Binleyroad",NA
2011,"Coventry","Binleyroad",NA
2011,"Coventry","Binleyroad",NA
2011,"Coventry","Binleyroad",NA
2011,"Coventry","Bishopstr.",NA
2011,"Coventry","Blackhorselane",NA
2011,"Coventry","Blytheroad",NA
2011,"Coventry","Bpgarageanstyroad",NA
2011,"Coventry","Bramblestcoventry",NA
2011,"Coventry","Braodparkroadcoventry",NA
2011,"Coventry","Bredonavecoventry",NA
2011,"Coventry","Broadgate",NA
2011,"Coventry","Bullyard",NA
2011,"Coventry","Bushberryave.",NA
2011,"Coventry","Buttsroadcoventry",NA
2011,"Coventry","Cashslane",NA
2011,"Coventry","Cauldonroad",NA
2011,"Coventry","Charterave",NA
2011,"Coventry","Charteravecoventry",NA
2011,"Coventry","Chesterstr.",NA
2011,"Coventry","Chestertonroad",NA
2011,"Coventry","Cheveralavecoventry",NA
2011,"Coventry","Cliffbridgeroad",NA
2011,"Coventry","Cliftonstcoventry",NA
2011,"Coventry","Cocstr.",NA
2011,"Coventry","Communallandingatgeorgepoolehousecoventry",NA
2011,"Coventry","Comptonroad",NA
2011,"Coventry","Concoursenearmortimers",NA
2011,"Coventry","Cookst",NA
2011,"Coventry","Corporationst",NA
2011,"Coventry","Corporationstcoventry",NA
2011,"Coventry","Corporationstr.",NA
2011,"Coventry","Coundonroad",NA
2011,"Coventry","Coventry",NA
2011,"Coventry","Coventrycentralcells",NA
2011,"Coventry","Coventrycentralfrontoffice",NA
2011,"Coventry","Coventrycentralpolstn",NA
2011,"Coventry","Coventrycentralpolicestation",NA
2011,"Coventry","Coventrycentralpolicestation",NA
2011,"Coventry","Coventrycentralps",NA
2011,"Coventry","Coventrycentralps",NA
2011,"Coventry","Coventryrailwatstation",NA
2011,"Coventry","Coventryrailwaystation",NA
2011,"Coventry","Coventrytrainstation",NA
2011,"Coventry","Coxstr.",NA
2011,"Coventry","Crossroad",NA
2011,"Coventry","Devonshirearms",NA
2011,"Coventry","Duckhamcourt",NA
2011,"Coventry","Earlsdonhighstr.",NA
2011,"Coventry","Elmspubbirminghamroad",NA
2011,"Coventry","Fairfaxstr.",NA
2011,"Coventry","Fargosfordstr.",NA
2011,"Coventry","Fargosfordstr.",NA
2011,"Coventry","Farndaleave",NA
2011,"Coventry","Farndaleave",NA
2011,"Coventry","Foleshillrd",NA
2011,"Coventry","Foleshillroad",NA
2011,"Coventry","Foleshillroad",NA
2011,"Coventry","Foleshillroad",NA
2011,"Coventry","Foleshillroadcoventry",NA
2011,"Coventry","Fourpoundsavecoventry",NA
2011,"Coventry","Friarsroad",NA
2011,"Coventry","Frontofcoventrycentralpolicestation",NA
2011,"Coventry","Frontoffice",NA
2011,"Coventry","Frontoffice",NA
2011,"Coventry","Galabingopoolmeadow",NA
2011,"Coventry","Gosfordstr.",NA
2011,"Coventry","Gosfordstr.",NA
2011,"Coventry","Gosfordstr.",NA
2011,"Coventry","Greyfriarsstcoventry",NA
2011,"Coventry","Gulsonroadcoventry",NA
2011,"Coventry","Gulsonroadcoventry",NA
2011,"Coventry","Halest",NA
2011,"Coventry","Halesstr.coventry",NA
2011,"Coventry","Hartfrodstr.",NA
2011,"Coventry","Haylestr.",NA
2011,"Coventry","Haylesstr.",NA
2011,"Coventry","Hedgefieldway",NA
2011,"Coventry","Heraldwaycoventry",NA
2011,"Coventry","Highstcoventry",NA
2011,"Coventry","Highstr.",NA
2011,"Coventry","Highstr.",NA
2011,"Coventry","Hillstr.",NA
2011,"Coventry","Hipswellhighway",NA
2011,"Coventry","Holmesdaleroad",NA
2011,"Coventry","Hurstroad",NA
2011,"Coventry","Ibishotel",NA
2011,"Coventry","Ikeacarpark",NA
2011,"Coventry","Ikeaplaza",NA
2011,"Coventry","Ironmongerrow",NA
2011,"Coventry","Jardinecrescent",NA
2011,"Coventry","Jardinecrescent",NA
2011,"Coventry","Jasrdinecrescent",NA
2011,"Coventry","Jdwetherspoonearlsdon",NA
2011,"Coventry","Jordanwell",NA
2011,"Coventry","Jordanwellcoventry",NA
2011,"Coventry","Jubileecresent",NA
2011,"Coventry","Kirbyroad",NA
2011,"Coventry","Ladylane",NA
2011,"Coventry","Lambethclose",NA
2011,"Coventry","Leaderclose",NA
2011,"Coventry","Lidiceplace",NA
2011,"Coventry","Lincolnstr.coventry",NA
2011,"Coventry","Littlparkstr.",NA
2011,"Coventry","Littleparkstcoventry",NA
2011,"Coventry","Littleparkstcoventry",NA
2011,"Coventry","Littleparkstcoventry",NA
2011,"Coventry","Littleparkstr.",NA
2011,"Coventry","Littleparkstr.",NA
2011,"Coventry","Littleparkstr.",NA
2011,"Coventry","Littleparkstr.",NA
2011,"Coventry","Littleparkstr.",NA
2011,"Coventry","Littleparkstr.",NA
2011,"Coventry","Littleparkstr.",NA
2011,"Coventry","Littleparkstr.",NA
2011,"Coventry","Littleparkstr.",NA
2011,"Coventry","Londonroad",NA
2011,"Coventry","Londonroad",NA
2011,"Coventry","Longfordroad",NA
2011,"Coventry","Lowerfordst",NA
2011,"Coventry","Lowerfordstr.",NA
2011,"Coventry","Lowerholyheaddjtnwithsponst",NA
2011,"Coventry","Lowerholyheadrdcoventry",NA
2011,"Coventry","Lowerholyheadroadcoventry",NA
2011,"Coventry","Lowerprecinctcoventry",NA
2011,"Coventry","Mafo",NA
2011,"Coventry","Manorhousedrive",NA
2011,"Coventry","Marketway",NA
2011,"Coventry","Maryslessorst",NA
2011,"Coventry","Masserroad",NA
2011,"Coventry","Mcdonaldsrestauranta45coventry",NA
2011,"Coventry","Memorialparkcoventry",NA
2011,"Coventry","Middleride",NA
2011,"Coventry","Milelane",NA
2011,"Coventry","Milelane",NA
2011,"Coventry","Milleniumplace",NA
2011,"Coventry","Milleniumplace",NA
2011,"Coventry","Mintcasinokingwilliamstr.",NA
2011,"Coventry","Mirandaclose",NA
2011,"Coventry","Morrisroad",NA
2011,"Coventry","Motormuseum",NA
2011,"Coventry","Newunionst",NA
2011,"Coventry","Normanplaceroad",NA
2011,"Coventry","Northyroad",NA
2011,"Coventry","Osccfo",NA
2011,"Coventry","Oscoventrycentralpolicestation",NA
2011,"Coventry","Osgosfordarms",NA
2011,"Coventry","Oakgosfordstr.",NA
2011,"Coventry","Outsidecoventrycentralps",NA
2011,"Coventry","Outsidefoleshillps",NA
2011,"Coventry","Outsidefrontofcoventrycentralpolicestation",NA
2011,"Coventry","Outsideheatbar",NA
2011,"Coventry","Outsidekasbars",NA
2011,"Coventry","Outsideofthejewsonstandrichoarenacoventry",NA
2011,"Coventry","Owenfordroad",NA
2011,"Coventry","Palmtreeavewoodend",NA
2011,"Coventry","Palmerlanecoventry",NA
2011,"Coventry","Palmerlanecoventry",NA
2011,"Coventry","Palmerlanecoventry",NA
2011,"Coventry","Penruddickdrivecoventry",NA
2011,"Coventry","Plymouthclose",NA
2011,"Coventry","Poolmeadow",NA
2011,"Coventry","Poolmeadowbusstation",NA
2011,"Coventry","Poolmeadowbusstn",NA
2011,"Coventry","Poolmeadow",NA
2011,"Coventry","Poolmeadowbusstation",NA
2011,"Coventry","Poolmeadowbusstation",NA
2011,"Coventry","Poppycourtremembranceroadwillenhallcoventry",NA
2011,"Coventry","Primrosehillst",NA
2011,"Coventry","Primrosehillstr.",NA
2011,"Coventry","Primrosehillstr.",NA
2011,"Coventry","Primrosehillstr.coventry",NA
2011,"Coventry","Princethorpeway",NA
2011,"Coventry","Prioryfieldscoventry",NA
2011,"Coventry","Priorygardens",NA
2011,"Coventry","Priorystr.",NA
2011,"Coventry","Pumaway",NA
2011,"Coventry","Queenmarysroadfoleshillcoventry",NA
2011,"Coventry","Queenmarysroadcoventry",NA
2011,"Coventry","Queenvictoriaroad",NA
2011,"Coventry","Radfordroad",NA
2011,"Coventry","Radfordroad",NA
2011,"Coventry","Raglanstr.",NA
2011,"Coventry","Redlane",NA
2011,"Coventry","Remembranceroad",NA
2011,"Coventry","Richoareana",NA
2011,"Coventry","Richoareana",NA
2011,"Coventry","Richoarenacoventry",NA
2011,"Coventry","Ricoharena",NA
2011,"Coventry","Ricoharena",NA
2011,"Coventry","Ricoharena",NA
2011,"Coventry","Ridgethorpewillenhallcoventry",NA
2011,"Coventry","Rileyssquarebellgreen",NA
2011,"Coventry","Ringrd",NA
2011,"Coventry","Riverwalkwalkwoodend",NA
2011,"Coventry","Rolandave.holbrookscoventry",NA
2011,"Coventry","Rotherhanmroad",NA
2011,"Coventry","Sainsburystrinitystcoventry",NA
2011,"Coventry","Scotslane",NA
2011,"Coventry","Sewallhighway",NA
2011,"Coventry","Sewallhighway",NA
2011,"Coventry","Sewallhighwaycoventry",NA
2011,"Coventry","Silverstr.coventry",NA
2011,"Coventry","Skyblueway",NA
2011,"Coventry","Skydome",NA
2011,"Coventry","Skydome",NA
2011,"Coventry","Skydome",NA
2011,"Coventry","Skydome",NA
2011,"Coventry","Skydome",NA
2011,"Coventry","Skydome",NA
2011,"Coventry","Skydome",NA
2011,"Coventry","Skydome",NA
2011,"Coventry","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcoursecovenmtry",NA
2011,"Coventry","Skydomeconcoursecoventry",NA
2011,"Coventry","Skydomeconcourse",NA
2011,"Coventry","Skydomecoventry",NA
2011,"Coventry","Skydomecoventrycitycentre",NA
2011,"Coventry","Skydome",NA
2011,"Coventry","Skydome",NA
2011,"Coventry","Skydome",NA
2011,"Coventry","Skydome",NA
2011,"Coventry","Skydome",NA
2011,"Coventry","Skydome",NA
2011,"Coventry","Skydome",NA
2011,"Coventry","Skydome",NA
2011,"Coventry","Skydome",NA
2011,"Coventry","Skydomecoventry",NA
2011,"Coventry","Skydomecarpark",NA
2011,"Coventry","Skydomecarpark",NA
2011,"Coventry","Skydomecomplex",NA
2011,"Coventry","Skydomecomplex",NA
2011,"Coventry","Skydomecomplex",NA
2011,"Coventry","Skydomecomplexcoventry",NA
2011,"Coventry","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcourse",NA
2011,"Coventry","Skydomeconcoursecoventry",NA
2011,"Coventry","Skydomeconcourse",NA
2011,"Coventry","Skydomecoventry",NA
2011,"Coventry","Skydomecoventry",NA
2011,"Coventry","Skydomecoventrycitycentre",NA
2011,"Coventry","Skydomecoventry",NA
2011,"Coventry","Skydomecoventry",NA
2011,"Coventry","Sorellclose",NA
2011,"Coventry","Southbankroadcoventry",NA
2011,"Coventry","Spomstcoventry",NA
2011,"Coventry","Sponend",NA
2011,"Coventry","Sponendcoventry",NA
2011,"Coventry","Sponstcoventry",NA
2011,"Coventry","Sponstcoventry",NA
2011,"Coventry","Sponstcoventry",NA
2011,"Coventry","Sponstcoventry",NA
2011,"Coventry","Sponstcoventry",NA
2011,"Coventry","Sponstcoventry",NA
2011,"Coventry","Sponstcoventry",NA
2011,"Coventry","Sponstcoventry",NA
2011,"Coventry","Sponstcoventry",NA
2011,"Coventry","Sponstr.",NA
2011,"Coventry","Sponstr.",NA
2011,"Coventry","Sponstr.",NA
2011,"Coventry","Sponstr.",NA
2011,"Coventry","Sponstr.",NA
2011,"Coventry","Sponstr.",NA
2011,"Coventry","Stgeorgesroad",NA
2011,"Coventry","Stgeorgesroadstoke",NA
2011,"Coventry","Stlukesroadcoventry",NA
2011,"Coventry","Stonetstantonroadpolicestation",NA
2011,"Coventry","Stoneystantonroadpolicestationcoventry",NA
2011,"Coventry","Swanswellpark",NA
2011,"Coventry","Tachbrookclose",NA
2011,"Coventry","Tarquinclosecoventry",NA
2011,"Coventry","Terryroad",NA
2011,"Coventry","Terryroadcoventry",NA
2011,"Coventry","Thebullyardcitycentre",NA
2011,"Coventry","Thebullyard",NA
2011,"Coventry","Theburges",NA
2011,"Coventry","Theburgess",NA
2011,"Coventry","Theburgess",NA
2011,"Coventry","Theburgess",NA
2011,"Coventry","Thebuttscoventry",NA
2011,"Coventry","Thebuttsretreatph",NA
2011,"Coventry","Thecroftlongford",NA
2011,"Coventry","Theforummedicalcentrecoventry",NA
2011,"Coventry","Thimblerroad",NA
2011,"Coventry","Tilehilllanecoventry",NA
2011,"Coventry","Torringtonave.",NA
2011,"Coventry","Trinitypointlink",NA
2011,"Coventry","Trinitystr.",NA
2011,"Coventry","Trinitystr.",NA
2011,"Coventry","Trinitystr.",NA
2011,"Coventry","Trinitystr.citycentrecoventry",NA
2011,"Coventry","Universityhospital",NA
2011,"Coventry","Universityhospital",NA
2011,"Coventry","Universityhospitalcoventry",NA
2011,"Coventry","Unniversityofwarwickcoventry",NA
2011,"Coventry","Uppersponst",NA
2011,"Coventry","Vinestr.",NA
2011,"Coventry","Vinestr.",NA
2011,"Coventry","Vinecoteroad",NA
2011,"Coventry","Wallacerd",NA
2011,"Coventry","Walsgravehospital",NA
2011,"Coventry","Warwickrow",NA
2011,"Coventry","Warwickuniversity",NA
2011,"Coventry","Westorchard",NA
2011,"Coventry","Westorchardscirculatoryroad",NA
2011,"Coventry","Whitestr.",NA
2011,"Coventry","Willenhalllanecoventry",NA
2011,"Coventry","Willenhallpolicestationfrontoffice",NA
2011,"Coventry","Willenhallps",NA
2011,"Coventry","Winnalthorpe",NA
2011,"Coventry","Woodwaylanecoventry",NA
2011,"Coventry","Wroxalldrive",NA
2011,"Coventry","Wroxhalldrive",NA
2011,"Dudley","Albionstr.brierleyhill",NA
2011,"Dudley","Amblecotehighstr.stourbridge",NA
2011,"Dudley","Arleycourt",NA
2011,"Dudley","Baptistendroadnetherton",NA
2011,"Dudley","Bellststourbridge",NA
2011,"Dudley","Bellstr.",NA
2011,"Dudley","Bellstr.stourbridge",NA
2011,"Dudley","Bhps",NA
2011,"Dudley","Birminghamstr.stourbridge",NA
2011,"Dudley","Bramfordarms",NA
2011,"Dudley","Brettlelane",NA
2011,"Dudley","Brickhouseroad",NA
2011,"Dudley","Brisbaneroadsmethwick",NA
2011,"Dudley","Broadwaystourbridge",NA
2011,"Dudley","Broadwaystourbridge",NA
2011,"Dudley","Broadwaystourbridge",NA
2011,"Dudley","Burmesewayrowleyregis",NA
2011,"Dudley","Busstationdudley",NA
2011,"Dudley","Carparkofmaybrookhosueinhalesowen",NA
2011,"Dudley","Carparkofthebarleymowhighstr.wollaston",NA
2011,"Dudley","Castlegatedudley",NA
2011,"Dudley","Cinderbankislandnetherton",NA
2011,"Dudley","Courtst",NA
2011,"Dudley","Courthousephsedgeley",NA
2011,"Dudley","Crabmillcarparkoldswinford",NA
2011,"Dudley","Cromptonroad",NA
2011,"Dudley","Crowncentrestourbridge",NA
2011,"Dudley","Dudleybusstation",NA
2011,"Dudley","Dudleypolicestation",NA
2011,"Dudley","Dudleyroad",NA
2011,"Dudley","Dudleyroadbrierleyhill",NA
2011,"Dudley","Edwardrutlandphhighstr.stourbridge",NA
2011,"Dudley","Envilleroad",NA
2011,"Dudley","Fernrd",NA
2011,"Dudley","Fosterstr.stourbridge",NA
2011,"Dudley","Frontofficebhps",NA
2011,"Dudley","Frontofficestourbridge",NA
2011,"Dudley","Frontofficestourbridgepolicestation",NA
2011,"Dudley","Hagleyroad",NA
2011,"Dudley","Halesowenrdnetherton",NA
2011,"Dudley","Halesowentowncentre",NA
2011,"Dudley","Hampdenclosequarrybank",NA
2011,"Dudley","Herefordroadnetherton",NA
2011,"Dudley","Highststourbridge",NA
2011,"Dudley","Highststourbridge",NA
2011,"Dudley","Highststourbridge",NA
2011,"Dudley","Highststourbridge",NA
2011,"Dudley","Highstdudley",NA
2011,"Dudley","Highstsedgely",NA
2011,"Dudley","Highststourbridge",NA
2011,"Dudley","Highststourbridge",NA
2011,"Dudley","Highststourbridge",NA
2011,"Dudley","Highststourbridge",NA
2011,"Dudley","Highststourbridge",NA
2011,"Dudley","Highstr.",NA
2011,"Dudley","Highstr.",NA
2011,"Dudley","Highstr.",NA
2011,"Dudley","Highstr.brierleyhill",NA
2011,"Dudley","Highstr.blackheath",NA
2011,"Dudley","Highstr.quarrybank",NA
2011,"Dudley","Highstr.stourbridge",NA
2011,"Dudley","Highstr.stourbridge",NA
2011,"Dudley","Highstr.stourbridge",NA
2011,"Dudley","Highstr.stourbridge",NA
2011,"Dudley","Highstr.westbromwich",NA
2011,"Dudley","Highstr.amblecote",NA
2011,"Dudley","Highstr.smethwick",NA
2011,"Dudley","Highstr.stourbridge",NA
2011,"Dudley","Highstr.stourbridge",NA
2011,"Dudley","Highstr.stourbridge",NA
2011,"Dudley","Highstr.stourbridge",NA
2011,"Dudley","Highstr.stourbridge",NA
2011,"Dudley","Highstr.stourbridge",NA
2011,"Dudley","Highstr.stourbridge",NA
2011,"Dudley","Highstr.stourbridge",NA
2011,"Dudley","Highstr.halesowen",NA
2011,"Dudley","Highviewstdudley",NA
2011,"Dudley","Hillylanehalesowen",NA
2011,"Dudley","Himleyroadgornal",NA
2011,"Dudley","Homeaddress",NA
2011,"Dudley","Hopetavernnetherton",NA
2011,"Dudley","Hurstrdoldbury",NA
2011,"Dudley","Jacksonstr.lye",NA
2011,"Dudley","Kfcmerryhillcentredudley",NA
2011,"Dudley","Kingstdudley",NA
2011,"Dudley","Kingsleyroadnetherton",NA
2011,"Dudley","Larellanehalesowen",NA
2011,"Dudley","Littlebarrelphdudley",NA
2011,"Dudley","Lloydsbarstourbridge",NA
2011,"Dudley","Longlanehalesowen",NA
2011,"Dudley","Lowerderrystr.brierleyhill",NA
2011,"Dudley","Lowerhighstr.stourbridge",NA
2011,"Dudley","Lupinroad",NA
2011,"Dudley","Lyehighst",NA
2011,"Dudley","Marketstr.kingswinford",NA
2011,"Dudley","Marketstr.knigswinford",NA
2011,"Dudley","Marketstr.stourbridge",NA
2011,"Dudley","Marketstr.stourbridge",NA
2011,"Dudley","Marketstr.kingswinford",NA
2011,"Dudley","Marriotroad",NA
2011,"Dudley","Marriotroad",NA
2011,"Dudley","Marystevenspark",NA
2011,"Dudley","Maybrookhousecarparkhalesowen",NA
2011,"Dudley","Meadowfieldsclosewordsley",NA
2011,"Dudley","Merryhillcentrebrierleyhill",NA
2011,"Dudley","Millstr.sedgley",NA
2011,"Dudley","Millstr.sedgley",NA
2011,"Dudley","Moorestr.",NA
2011,"Dudley","Newrddudley",NA
2011,"Dudley","Newroadstourbridge",NA
2011,"Dudley","Newstr.dudley",NA
2011,"Dudley","Odeoncinemamerryhill",NA
2011,"Dudley","Odeoncinemamerryhill",NA
2011,"Dudley","Outsidesantanderhighstr.stourbridge",NA
2011,"Dudley","Parkroadwrensnest",NA
2011,"Dudley","Playgroundatprioryprimaryschool",NA
2011,"Dudley","Princessroadoldhill",NA
2011,"Dudley","Priorystr.dudley",NA
2011,"Dudley","Rhh",NA
2011,"Dudley","Ringroadstourbridge",NA
2011,"Dudley","Ringroadstourbridge",NA
2011,"Dudley","Rookeryparkpensnett",NA
2011,"Dudley","Salopstr.",NA
2011,"Dudley","Salopstr.",NA
2011,"Dudley","Sedgleybullring",NA
2011,"Dudley","Sedgleyconservativeclub",NA
2011,"Dudley","Sedgleyconservativeclub",NA
2011,"Dudley","Shortst",NA
2011,"Dudley","Southroadstourbridge",NA
2011,"Dudley","Stourbridge",NA
2011,"Dudley","Stourbridgehighst",NA
2011,"Dudley","Stourbridgehighstr.",NA
2011,"Dudley","Stourbridgehighstr.",NA
2011,"Dudley","Stourbridgehighstr.",NA
2011,"Dudley","Stourbridgejunction",NA
2011,"Dudley","Stourbridgepsfrontoffice",NA
2011,"Dudley","Stourbridgerdhollyhall",NA
2011,"Dudley","Stourbridgerdlye",NA
2011,"Dudley","Stourbridgeroadbrierleyhill",NA
2011,"Dudley","Stourbridgeroadbrierleyhill",NA
2011,"Dudley","Stourbridgeroad",NA
2011,"Dudley","Tescoexpressamblecotestourbridge",NA
2011,"Dudley","Theswanpublichousekingswinford",NA
2011,"Dudley","Towerstr.dudley",NA
2011,"Dudley","Victoriastr.stoubridge",NA
2011,"Dudley","Wardb3rhh",NA
2011,"Dudley","Windmillenddudley",NA
2011,"Dudley","Windmilllanecapehill",NA
2011,"Dudley","Wolverhamptonstr.dudley",NA
2011,"Dudley","Wolverhamptonstr.dudley",NA
2011,"Dudley","Wolverhamptonstr.dudley",NA
2011,"Dudley","Worcesterstr.stourbridge",NA
2011,"Dudley","Wtonstr.dudley",NA
2011,"Dudley","Wtonstr.dudley",NA
2011,"Solihull","Aesoliohullhospital",NA
2011,"Solihull","Airport",NA
2011,"Solihull","Ashcrescentchelmsleywood",NA
2011,"Solihull","Assemblyrooms",NA
2011,"Solihull","Aucklanddrive",NA
2011,"Solihull","Aucklanddrive",NA
2011,"Solihull","Aucklanddrive",NA
2011,"Solihull","Aucklanddrive",NA
2011,"Solihull","Aucklanddrivecwood",NA
2011,"Solihull","Aucklanddrivechelmsleywoodsolihull",NA
2011,"Solihull","Bhamairport",NA
2011,"Solihull","Bhaminttrainstation",NA
2011,"Solihull","Bhaminternationaltrainstation",NA
2011,"Solihull","Birminghamairport",NA
2011,"Solihull","Blairgrovechelmsleywoodbirmingham",NA
2011,"Solihull","Brackleyswaysolihull",NA
2011,"Solihull","Brickhilldr",NA
2011,"Solihull","Broadstr.osgatecrasher",NA
2011,"Solihull","Bystalphedgechurchsolihull",NA
2011,"Solihull","Carparkmarstongreentavern",NA
2011,"Solihull","Chelmsleyrdchelmsleywood",NA
2011,"Solihull","Chelmsleyrdchelmsleywood",NA
2011,"Solihull","Churchclose",NA
2011,"Solihull","Clockpublichouseclocklane",NA
2011,"Solihull","Colebrookroad",NA
2011,"Solihull","Colebrookroad",NA
2011,"Solihull","Coptheathdriveknowle",NA
2011,"Solihull","Danfordlane",NA
2011,"Solihull","Duntonhallroadshirley",NA
2011,"Solihull","Foleshillroadcoventry",NA
2011,"Solihull","Forthdrive",NA
2011,"Solihull","Foxholliesroad",NA
2011,"Solihull","Foyerofetaphotelbhx",NA
2011,"Solihull","Grandysdrivechelmsleywood",NA
2011,"Solihull","Greenlane",NA
2011,"Solihull","Greenwoodshoppingcentre",NA
2011,"Solihull","Greswoldhotel",NA
2011,"Solihull","Halifaxroad",NA
2011,"Solihull","Helmswooddrive",NA
2011,"Solihull","Helmswooddrive",NA
2011,"Solihull","Helmswooddrive",NA
2011,"Solihull","Highst",NA
2011,"Solihull","Highst",NA
2011,"Solihull","Highstsolihull",NA
2011,"Solihull","Highstsolihull",NA
2011,"Solihull","Highstsolihull",NA
2011,"Solihull","Highsttowncentresolihull",NA
2011,"Solihull","Highstr.",NA
2011,"Solihull","Highstr.",NA
2011,"Solihull","Highstr.",NA
2011,"Solihull","Highstr.",NA
2011,"Solihull","Highstr.",NA
2011,"Solihull","Highstr.",NA
2011,"Solihull","Highstr.",NA
2011,"Solihull","Highstr.solihull",NA
2011,"Solihull","Highstr.solihull",NA
2011,"Solihull","Highstr.solihull",NA
2011,"Solihull","Highstr.solihull",NA
2011,"Solihull","Highstr.solihull",NA
2011,"Solihull","Highstr.solihull",NA
2011,"Solihull","Highstr.solihull",NA
2011,"Solihull","Highstr.solihulltowncentre",NA
2011,"Solihull","Highstr.solihullwestmids",NA
2011,"Solihull","Highfieldroawashwoodheathbirmingham",NA
2011,"Solihull","Hillfieldparksolihull",NA
2011,"Solihull","Hobsmoatroadsolihull",NA
2011,"Solihull","Hoggartshoteldorridge",NA
2011,"Solihull","Kingfisherdrivesmithswood",NA
2011,"Solihull","Kittsgreenrdkittsgreenbham",NA
2011,"Solihull","Kittsgreenroad",NA
2011,"Solihull","Laburnamave.",NA
2011,"Solihull","Lgarena",NA
2011,"Solihull","Lgarenaneccomplex",NA
2011,"Solihull","Lgarenanec",NA
2011,"Solihull","Lgarenaneccomplex",NA
2011,"Solihull","Lodelane",NA
2011,"Solihull","Lodelane",NA
2011,"Solihull","Lodgeroad",NA
