"Year","Area","Street","Street 2","Strange HTML"
2011,"Birmingham","Reflex̴on̴Broad̴Street,̴Birmingham","Reflex on Broad Street, Birmingham",NA
2011,"Birmingham","regency̴wharf","regency wharf",NA
2011,"Birmingham","Risa̴Bar,̴Birmingham","Risa Bar, Birmingham",NA
2011,"Birmingham","Risa,Broad̴Street","Risa,Broad Street",NA
2011,"Birmingham","Rookery̴Road,̴Handsworth","Rookery Road, Handsworth",NA
2011,"Birmingham","Rottersley̴Street,̴Birmingham","Rottersley Street, Birmingham",NA
2011,"Birmingham","Rotunda̴Island,̴City̴CEntre","Rotunda Island, City CEntre",NA
2011,"Birmingham","Sainsburys̴Colmore̴Row","Sainsburys Colmore Row",NA
2011,"Birmingham","Sandringham̴Road","Sandringham Road",NA
2011,"Birmingham","Sandwell̴Hospital","Sandwell Hospital",NA
2011,"Birmingham","Sence̴in̴the̴Arcadian","Sence in the Arcadian",NA
2011,"Birmingham","Sense̴Nightclub,̴Arcadia,̴Birmingham","Sense Nightclub, Arcadia, Birmingham",NA
2011,"Birmingham","Shadwell̴Street","Shadwell Street",NA
2011,"Birmingham","Shakespeare̴Bar,̴New̴Street̴Station.","Shakespeare Bar, New Street Station.",NA
2011,"Birmingham","Shakespeare̴PH,̴New̴St̴Station","Shakespeare PH, New St Station",NA
2011,"Birmingham","Sheepcote̴Street,̴Birmingham","Sheepcote Street, Birmingham",NA
2011,"Birmingham","Sioho̴Road,̴Handsworth","Sioho Road, Handsworth",NA
2011,"Birmingham","Slade̴Road,̴erdington","Slade Road, erdington",NA
2011,"Birmingham","Small̴brook̴Queensway","Small brook Queensway",NA
2011,"Birmingham","Smallbrook̴Queensway","Smallbrook Queensway",NA
2011,"Birmingham","smallbrook̴queensway","smallbrook queensway",NA
2011,"Birmingham","smallbrook̴queensway","smallbrook queensway",NA
2011,"Birmingham","Smallbrook̴Queensway̴City̴Centre̴Birmingham","Smallbrook Queensway City Centre Birmingham",NA
2011,"Birmingham","Smallbrook̴Queensway,City̴centre","Smallbrook Queensway,City centre",NA
2011,"Birmingham","smethwick̴end","smethwick end",NA
2011,"Birmingham","soho̴hill","soho hill",NA
2011,"Birmingham","Soho̴Hill,̴Handsworth,̴Birmingham","Soho Hill, Handsworth, Birmingham",NA
2011,"Birmingham","Soho̴Road","Soho Road",NA
2011,"Birmingham","Soho̴Road","Soho Road",NA
2011,"Birmingham","Soho̴Road","Soho Road",NA
2011,"Birmingham","soho̴road","soho road",NA
2011,"Birmingham","Sommerfield̴Park,̴Winson̴Green","Sommerfield Park, Winson Green",NA
2011,"Birmingham","square̴peg̴PH","square peg PH",NA
2011,"Birmingham","Square̴Peg,Corporation̴Street","Square Peg,Corporation Street",NA
2011,"Birmingham","Star̴city,̴Aston.","Star city, Aston.",NA
2011,"Birmingham","Star̴City,̴Birmingham","Star City, Birmingham",NA
2011,"Birmingham","Star̴City,̴Nechells","Star City, Nechells",NA
2011,"Birmingham","Station̴Road,̴City̴Centre","Station Road, City Centre",NA
2011,"Birmingham","Steelhouse̴Lane","Steelhouse Lane",NA
2011,"Birmingham","Steelhouse̴Lane","Steelhouse Lane",NA
2011,"Birmingham","Steelhouse̴Lane","Steelhouse Lane",NA
2011,"Birmingham","Steelhouse̴Lane","Steelhouse Lane",NA
2011,"Birmingham","Steelhouse̴Lane","Steelhouse Lane",NA
2011,"Birmingham","steelhouse̴lane","steelhouse lane",NA
2011,"Birmingham","steelhouse̴lane","steelhouse lane",NA
2011,"Birmingham","Steelhouse̴Lane","Steelhouse Lane",NA
2011,"Birmingham","Steelhouse̴Lane̴Police̴station","Steelhouse Lane Police station",NA
2011,"Birmingham","Steelhouse̴Lane,̴Birmingham","Steelhouse Lane, Birmingham",NA
2011,"Birmingham","Steelhouse̴Lane,̴City̴Centre,̴Birmingham","Steelhouse Lane, City Centre, Birmingham",NA
2011,"Birmingham","Stephenson̴St","Stephenson St",NA
2011,"Birmingham","Stephenson̴Street","Stephenson Street",NA
2011,"Birmingham","Stephenson̴Street,̴Birmingham̴City","Stephenson Street, Birmingham City",NA
2011,"Birmingham","Stephenson̴Street,̴City̴Centre","Stephenson Street, City Centre",NA
2011,"Birmingham","Stephensons̴Street","Stephensons Street",NA
2011,"Birmingham","Suffolk̴St̴Queensway","Suffolk St Queensway",NA
2011,"Birmingham","Sugar̴Suite,̴Broad̴Street","Sugar Suite, Broad Street",NA
2011,"Birmingham","summer̴lane","summer lane",NA
2011,"Birmingham","summer̴row","summer row",NA
2011,"Birmingham","Temple̴Row","Temple Row",NA
2011,"Birmingham","temple̴row","temple row",NA
2011,"Birmingham","Tennant̴St","Tennant St",NA
2011,"Birmingham","Terrace̴Road,̴Handsworth","Terrace Road, Handsworth",NA
2011,"Birmingham","tesco̴aston̴lane","tesco aston lane",NA
2011,"Birmingham","Tesco̴SpringHill","Tesco SpringHill",NA
2011,"Birmingham","The̴Parade̴Sutton̴Coldfield","The Parade Sutton Coldfield",NA
2011,"Birmingham","The̴Parade,̴Sutton̴Coldfield","The Parade, Sutton Coldfield",NA
2011,"Birmingham","The̴Ramp,̴Corporation̴St,̴Birmingham","The Ramp, Corporation St, Birmingham",NA
2011,"Birmingham","The̴Ramp.","The Ramp.",NA
2011,"Birmingham","Thornhill̴Road,̴Birmingham","Thornhill Road, Birmingham",NA
2011,"Birmingham","Thornhill̴Road,̴Handsworth","Thornhill Road, Handsworth",NA
2011,"Birmingham","Thorpe̴St̴at̴Hurst̴St","Thorpe St at Hurst St",NA
2011,"Birmingham","Thorpe̴Street","Thorpe Street",NA
2011,"Birmingham","Trocadero̴Public̴house̴o/s","Trocadero Public house o/s",NA
2011,"Birmingham","Turners̴Pallets,̴Hayhole̴road","Turners Pallets, Hayhole road",NA
2011,"Birmingham","upper̴dean̴street","upper dean street",NA
2011,"Birmingham","Upper̴Dean̴Street,̴Birmingham","Upper Dean Street, Birmingham",NA
2011,"Birmingham","Upper̴Dean̴Street,̴Birmingham̴City̴Centre","Upper Dean Street, Birmingham City Centre",NA
2011,"Birmingham","Upper̴Dean̴Street,̴City̴Centre","Upper Dean Street, City Centre",NA
2011,"Birmingham","Upper̴parade̴Sutton̴Coldfield","Upper parade Sutton Coldfield",NA
2011,"Birmingham","Upper̴Parade̴Sutton̴Coldfield","Upper Parade Sutton Coldfield",NA
2011,"Birmingham","victoria̴square,̴̴bham","victoria square,  bham",NA
2011,"Birmingham","Victoria̴Square,̴City̴Centre.","Victoria Square, City Centre.",NA
2011,"Birmingham","Waiverley̴park,Handsworth","Waiverley park,Handsworth",NA
2011,"Birmingham","walkabout̴bar̴broad̴st","walkabout bar broad st",NA
2011,"Birmingham","Walkabout̴PH,̴Broad̴St,̴Birmingham","Walkabout PH, Broad St, Birmingham",NA
2011,"Birmingham","Walkabout̴PH,̴Broad̴Street,̴Birmingham","Walkabout PH, Broad Street, Birmingham",NA
2011,"Birmingham","Walkabout,̴Broad̴Street","Walkabout, Broad Street",NA
2011,"Birmingham","Walsall̴road,̴̴great̴barr","Walsall road,  great barr",NA
2011,"Birmingham","Walsall̴Road,̴Perry̴Barr","Walsall Road, Perry Barr",NA
2011,"Birmingham","warf̴road̴kings̴norton","warf road kings norton",NA
2011,"Birmingham","Warwards̴Lane","Warwards Lane",NA
2011,"Birmingham","Washington̴Drive,̴Handsworth̴Wood","Washington Drive, Handsworth Wood",NA
2011,"Birmingham","Washington̴Street","Washington Street",NA
2011,"Birmingham","Waterloo̴Road,̴Smethwick","Waterloo Road, Smethwick",NA
2011,"Birmingham","Waverhill̴Park,̴Handsworth","Waverhill Park, Handsworth",NA
2011,"Birmingham","Waverhill̴Road,̴Handsworth","Waverhill Road, Handsworth",NA
2011,"Birmingham","way̴entrance̴villa̴ground","way entrance villa ground",NA
2011,"Birmingham","Wellington̴Road","Wellington Road",NA
2011,"Birmingham","Witton̴Arms","Witton Arms",NA
2011,"Birmingham","Witton̴Road","Witton Road",NA
2011,"Birmingham","Witton̴Road","Witton Road",NA
2011,"Birmingham","Witton̴Road̴Aston","Witton Road Aston",NA
2011,"Birmingham","Wrottesley̴Street","Wrottesley Street",NA
2011,"Coventry","primrose̴hill̴Coventry","primrose hill Coventry",NA
2011,"Coventry","Albany̴road","Albany road",NA
2011,"Coventry","Aldbourne̴Road","Aldbourne Road",NA
2011,"Coventry","aldermans̴green̴road","aldermans green road",NA
2011,"Coventry","Allesley̴Old̴Road","Allesley Old Road",NA
2011,"Coventry","Almond̴Tree̴Avenue","Almond Tree Avenue",NA
2011,"Coventry","arbury̴ave̴Coventry","arbury ave Coventry",NA
2011,"Coventry","Arena̴carpark̴A444","Arena carpark A444",NA
2011,"Coventry","argyle̴st̴Coventry","argyle st Coventry",NA
2011,"Coventry","Armstrong̴Avenue̴Stoke","Armstrong Avenue Stoke",NA
2011,"Coventry","Ashorne̴Close","Ashorne Close",NA
2011,"Coventry","Attoxhall̴Rd","Attoxhall Rd",NA
2011,"Coventry","averley̴road̴,̴daimler̴green","averley road , daimler green",NA
2011,"Coventry","Awson̴Street","Awson Street",NA
2011,"Coventry","Bandals̴Surgery,̴Foleshill̴Road","Bandals Surgery, Foleshill Road",NA
2011,"Coventry","bell̴green̴rd̴Junction̴A444","bell green rd Junction A444",NA
2011,"Coventry","Bell̴Green̴Road,̴Coventry","Bell Green Road, Coventry",NA
2011,"Coventry","Bell̴Green̴Road,̴Coventry","Bell Green Road, Coventry",NA
2011,"Coventry","Binley̴Road","Binley Road",NA
2011,"Coventry","Binley̴Road","Binley Road",NA
2011,"Coventry","Binley̴Road","Binley Road",NA
2011,"Coventry","Binley̴Road","Binley Road",NA
2011,"Coventry","bishop̴street","bishop street",NA
2011,"Coventry","Blackhorse̴lane","Blackhorse lane",NA
2011,"Coventry","Blythe̴Road","Blythe Road",NA
2011,"Coventry","BP̴Garage̴Ansty̴road","BP Garage Ansty road",NA
2011,"Coventry","bramble̴st̴coventry","bramble st coventry",NA
2011,"Coventry","Braod̴Park̴Road,̴Coventry","Braod Park Road, Coventry",NA
2011,"Coventry","Bredon̴Ave,̴Coventry","Bredon Ave, Coventry",NA
2011,"Coventry","Broadgate","Broadgate",NA
2011,"Coventry","Bull̴Yard","Bull Yard",NA
2011,"Coventry","Bushberry̴Avenue","Bushberry Avenue",NA
2011,"Coventry","butts̴road̴Coventry","butts road Coventry",NA
2011,"Coventry","cashs̴lane","cashs lane",NA
2011,"Coventry","Cauldon̴road","Cauldon road",NA
2011,"Coventry","Charter̴Ave","Charter Ave",NA
2011,"Coventry","charter̴ave̴Coventry","charter ave Coventry",NA
2011,"Coventry","Chester̴Street","Chester Street",NA
2011,"Coventry","Chesterton̴Road","Chesterton Road",NA
2011,"Coventry","Cheveral̴Ave,̴Coventry","Cheveral Ave, Coventry",NA
2011,"Coventry","Cliffbridge̴Road","Cliffbridge Road",NA
2011,"Coventry","Clifton̴St̴,Coventry.","Clifton St ,Coventry.",NA
2011,"Coventry","Coc̴street","Coc street",NA
2011,"Coventry","Communal̴landing̴at̴George̴Poole̴House,̴Coventry","Communal landing at George Poole House, Coventry",NA
2011,"Coventry","Compton̴road","Compton road",NA
2011,"Coventry","concourse̴near̴mortimers","concourse near mortimers",NA
2011,"Coventry","cook̴st","cook st",NA
2011,"Coventry","Corporation̴St","Corporation St",NA
2011,"Coventry","Corporation̴St̴,Coventry.","Corporation St ,Coventry.",NA
2011,"Coventry","Corporation̴Street","Corporation Street",NA
2011,"Coventry","Coundon̴road","Coundon road",NA
2011,"Coventry","coventry","coventry",NA
2011,"Coventry","Coventry̴Central̴cells","Coventry Central cells",NA
2011,"Coventry","Coventry̴Central̴Front̴office","Coventry Central Front office",NA
2011,"Coventry","coventry̴central̴pol̴stn","coventry central pol stn",NA
2011,"Coventry","coventry̴central̴police̴station","coventry central police station",NA
2011,"Coventry","coventry̴central̴police̴station","coventry central police station",NA
2011,"Coventry","Coventry̴Central̴PS","Coventry Central PS",NA
2011,"Coventry","Coventry̴Central̴PS","Coventry Central PS",NA
2011,"Coventry","Coventry̴Railwat̴Station.","Coventry Railwat Station.",NA
2011,"Coventry","Coventry̴Railway̴Station.","Coventry Railway Station.",NA
2011,"Coventry","coventry̴train̴station","coventry train station",NA
2011,"Coventry","Cox̴street","Cox street",NA
2011,"Coventry","Cross̴Road","Cross Road",NA
2011,"Coventry","devonshire̴arms","devonshire arms",NA
2011,"Coventry","duckham̴court","duckham court",NA
2011,"Coventry","Earlsdon̴High̴Street","Earlsdon High Street",NA
2011,"Coventry","Elms̴Pub,̴Birmingham̴road","Elms Pub, Birmingham road",NA
2011,"Coventry","fairfax̴street","fairfax street",NA
2011,"Coventry","far̴gosford̴street","far gosford street",NA
2011,"Coventry","Far̴Gosford̴Street","Far Gosford Street",NA
2011,"Coventry","Farndale̴Ave","Farndale Ave",NA
2011,"Coventry","Farndale̴Ave","Farndale Ave",NA
2011,"Coventry","Foleshill̴Rd","Foleshill Rd",NA
2011,"Coventry","Foleshill̴Road","Foleshill Road",NA
2011,"Coventry","Foleshill̴Road","Foleshill Road",NA
2011,"Coventry","Foleshill̴Road","Foleshill Road",NA
2011,"Coventry","Foleshill̴road,̴Coventry","Foleshill road, Coventry",NA
2011,"Coventry","Four̴Pounds̴Ave,̴Coventry","Four Pounds Ave, Coventry",NA
2011,"Coventry","FRiars̴road","FRiars road",NA
2011,"Coventry","front̴of̴Coventry̴Central̴police̴Station","front of Coventry Central police Station",NA
2011,"Coventry","Front̴office","Front office",NA
2011,"Coventry","Front̴Office","Front Office",NA
2011,"Coventry","Gala̴Bingo,̴Pool̴Meadow","Gala Bingo, Pool Meadow",NA
2011,"Coventry","Gosford̴Street","Gosford Street",NA
2011,"Coventry","Gosford̴street","Gosford street",NA
2011,"Coventry","Gosford̴Street","Gosford Street",NA
2011,"Coventry","greyfriars̴st̴Coventry","greyfriars st Coventry",NA
2011,"Coventry","gulson̴road̴Coventry","gulson road Coventry",NA
2011,"Coventry","Gulson̴Road̴Coventry","Gulson Road Coventry",NA
2011,"Coventry","hale̴st","hale st",NA
2011,"Coventry","Hales̴Street,̴Coventry","Hales Street, Coventry",NA
2011,"Coventry","Hartfrod̴street","Hartfrod street",NA
2011,"Coventry","hayle̴street","hayle street",NA
2011,"Coventry","hayles̴street","hayles street",NA
2011,"Coventry","Hedgefield̴Way","Hedgefield Way",NA
2011,"Coventry","herald̴way̴Coventry","herald way Coventry",NA
2011,"Coventry","high̴st̴Coventry","high st Coventry",NA
2011,"Coventry","High̴Street","High Street",NA
2011,"Coventry","High̴Street","High Street",NA
2011,"Coventry","Hill̴Street","Hill Street",NA
2011,"Coventry","Hipswell̴Highway","Hipswell Highway",NA
2011,"Coventry","holmesdale̴road","holmesdale road",NA
2011,"Coventry","hurst̴Road","hurst Road",NA
2011,"Coventry","ibis̴hotel","ibis hotel",NA
2011,"Coventry","Ikea̴Car̴Park","Ikea Car Park",NA
2011,"Coventry","ikea̴plaza","ikea plaza",NA
2011,"Coventry","iron̴monger̴row","iron monger row",NA
2011,"Coventry","jardine̴crescent","jardine crescent",NA
2011,"Coventry","jardine̴crescent","jardine crescent",NA
2011,"Coventry","Jasrdine̴Crescent","Jasrdine Crescent",NA
2011,"Coventry","JD̴Wetherspoon̴Earlsdon","JD Wetherspoon Earlsdon",NA
2011,"Coventry","Jordan̴Well","Jordan Well",NA
2011,"Coventry","Jordan̴Well̴,̴Coventry","Jordan Well , Coventry",NA
2011,"Coventry","Jubilee̴cresent","Jubilee cresent",NA
2011,"Coventry","Kirby̴Road","Kirby Road",NA
2011,"Coventry","Lady̴Lane","Lady Lane",NA
2011,"Coventry","Lambeth̴Close","Lambeth Close",NA
2011,"Coventry","Leader̴Close","Leader Close",NA
2011,"Coventry","Lidice̴Place","Lidice Place",NA
2011,"Coventry","Lincoln̴Street̴,Coventry","Lincoln Street ,Coventry",NA
2011,"Coventry","Littl̴Park̴Street","Littl Park Street",NA
2011,"Coventry","Little̴park̴st̴,Coventry.","Little park st ,Coventry.",NA
2011,"Coventry","Little̴Park̴St̴,Coventry.","Little Park St ,Coventry.",NA
2011,"Coventry","little̴park̴st̴Coventry","little park st Coventry",NA
2011,"Coventry","Little̴Park̴Street","Little Park Street",NA
2011,"Coventry","Little̴Park̴Street","Little Park Street",NA
2011,"Coventry","Little̴Park̴street","Little Park street",NA
2011,"Coventry","little̴park̴street","little park street",NA
2011,"Coventry","Little̴Park̴Street","Little Park Street",NA
2011,"Coventry","Little̴Park̴Street","Little Park Street",NA
2011,"Coventry","Little̴Park̴Street","Little Park Street",NA
2011,"Coventry","Little̴Park̴Street","Little Park Street",NA
2011,"Coventry","little̴park̴street","little park street",NA
2011,"Coventry","London̴Road","London Road",NA
2011,"Coventry","London̴Road","London Road",NA
2011,"Coventry","Longford̴Road","Longford Road",NA
2011,"Coventry","Lower̴Ford̴st","Lower Ford st",NA
2011,"Coventry","lower̴ford̴street","lower ford street",NA
2011,"Coventry","lower̴holyhead̴d̴jtn̴with̴spon̴st","lower holyhead d jtn with spon st",NA
2011,"Coventry","lower̴holyhead̴rd̴Coventry","lower holyhead rd Coventry",NA
2011,"Coventry","lower̴holyhead̴road̴Coventry","lower holyhead road Coventry",NA
2011,"Coventry","Lower̴Precinct̴Coventry","Lower Precinct Coventry",NA
2011,"Coventry","MAFO","MAFO",NA
2011,"Coventry","Manor̴house̴drive","Manor house drive",NA
2011,"Coventry","Market̴Way","Market Way",NA
2011,"Coventry","mary̴slessor̴st","mary slessor st",NA
2011,"Coventry","masser̴road","masser road",NA
2011,"Coventry","McDonalds̴Restaurant̴A45̴,Coventry.","McDonalds Restaurant A45 ,Coventry.",NA
2011,"Coventry","Memorial̴Park,̴Coventry","Memorial Park, Coventry",NA
2011,"Coventry","Middle̴Ride","Middle Ride",NA
2011,"Coventry","Mile̴Lane","Mile Lane",NA
2011,"Coventry","Mile̴lane","Mile lane",NA
2011,"Coventry","Millenium̴Place","Millenium Place",NA
2011,"Coventry","Millenium̴Place","Millenium Place",NA
2011,"Coventry","Mint̴Casino,̴King̴William̴Street","Mint Casino, King William Street",NA
2011,"Coventry","Miranda̴Close","Miranda Close",NA
2011,"Coventry","morris̴road","morris road",NA
2011,"Coventry","motor̴museum","motor museum",NA
2011,"Coventry","new̴union̴st","new union st",NA
2011,"Coventry","Norman̴place̴road","Norman place road",NA
2011,"Coventry","Northy̴Road","Northy Road",NA
2011,"Coventry","o/s̴CCFO","o/s CCFO",NA
2011,"Coventry","o/s̴coventry̴central̴police̴station","o/s coventry central police station",NA
2011,"Coventry","o/s̴Gosford̴Arms","o/s Gosford Arms",NA
2011,"Coventry","Oak̴Gosford̴Street","Oak Gosford Street",NA
2011,"Coventry","Outside̴Coventry̴Central̴PS","Outside Coventry Central PS",NA
2011,"Coventry","Outside̴Foleshill̴PS","Outside Foleshill PS",NA
2011,"Coventry","Outside̴front̴of̴Coventry̴Central̴Police̴Station.","Outside front of Coventry Central Police Station.",NA
2011,"Coventry","Outside̴heat̴Bar","Outside heat Bar",NA
2011,"Coventry","outside̴kasbars","outside kasbars",NA
2011,"Coventry","Outside̴of̴the̴Jewson̴Stand,̴Richo̴arena,̴Coventry","Outside of the Jewson Stand, Richo arena, Coventry",NA
2011,"Coventry","owenford̴road","owenford road",NA
2011,"Coventry","Palm̴Tree̴Ave,̴Wood̴End","Palm Tree Ave, Wood End",NA
2011,"Coventry","Palmer̴Lane̴,̴Coventry.","Palmer Lane , Coventry.",NA
2011,"Coventry","Palmer̴Lane̴,̴Coventry.","Palmer Lane , Coventry.",NA
2011,"Coventry","Palmer̴Lane̴,̴Coventry.","Palmer Lane , Coventry.",NA
2011,"Coventry","Penruddick̴Drive,̴Coventry","Penruddick Drive, Coventry",NA
2011,"Coventry","Plymouth̴close","Plymouth close",NA
2011,"Coventry","pool̴meadow","pool meadow",NA
2011,"Coventry","Pool̴Meadow̴Bus̴Station","Pool Meadow Bus Station",NA
2011,"Coventry","pool̴meadow̴bus̴stn","pool meadow bus stn",NA
2011,"Coventry","Poolmeadow","Poolmeadow",NA
2011,"Coventry","Poolmeadow̴bus̴station","Poolmeadow bus station",NA
2011,"Coventry","Poolmeadow̴bus̴station","Poolmeadow bus station",NA
2011,"Coventry","Poppy̴Court,̴Remembrance̴Road,̴Willenhall,̴Coventry","Poppy Court, Remembrance Road, Willenhall, Coventry",NA
2011,"Coventry","Primrose̴Hill̴St","Primrose Hill St",NA
2011,"Coventry","Primrose̴Hill̴Street","Primrose Hill Street",NA
2011,"Coventry","Primrose̴Hill̴Street","Primrose Hill Street",NA
2011,"Coventry","Primrose̴Hill̴Street̴,Coventry.","Primrose Hill Street ,Coventry.",NA
2011,"Coventry","Princethorpe̴way","Princethorpe way",NA
2011,"Coventry","Priory̴Fields,̴Coventry","Priory Fields, Coventry",NA
2011,"Coventry","Priory̴Gardens","Priory Gardens",NA
2011,"Coventry","Priory̴Street","Priory Street",NA
2011,"Coventry","puma̴way","puma way",NA
2011,"Coventry","Queen̴Mary's̴Road̴,Foleshill̴,Coventry.","Queen Mary's Road ,Foleshill ,Coventry.",NA
2011,"Coventry","queen̴marys̴road̴Coventry","queen marys road Coventry",NA
2011,"Coventry","Queen̴Victoria̴Road","Queen Victoria Road",NA
2011,"Coventry","Radford̴Road","Radford Road",NA
2011,"Coventry","Radford̴road","Radford road",NA
2011,"Coventry","raglan̴street","raglan street",NA
2011,"Coventry","Red̴lane","Red lane",NA
2011,"Coventry","Remembrance̴Road","Remembrance Road",NA
2011,"Coventry","richo̴areana","richo areana",NA
2011,"Coventry","richo̴areana","richo areana",NA
2011,"Coventry","Richo̴arena,̴Coventry","Richo arena, Coventry",NA
2011,"Coventry","Ricoh̴Arena","Ricoh Arena",NA
2011,"Coventry","Ricoh̴Arena","Ricoh Arena",NA
2011,"Coventry","Ricoh̴Arena","Ricoh Arena",NA
2011,"Coventry","Ridgethorpe,̴Willenhall,̴Coventry","Ridgethorpe, Willenhall, Coventry",NA
2011,"Coventry","Rileys̴Square,̴Bell̴Green","Rileys Square, Bell Green",NA
2011,"Coventry","Ring̴Rd","Ring Rd",NA
2011,"Coventry","Riverwalk̴Walk̴Wood̴End","Riverwalk Walk Wood End",NA
2011,"Coventry","Roland̴Avenue̴,Holbrooks̴,Coventry.","Roland Avenue ,Holbrooks ,Coventry.",NA
2011,"Coventry","rotherhanm̴road","rotherhanm road",NA
2011,"Coventry","Sainsburys̴,Trinity̴St̴,Coventry.","Sainsburys ,Trinity St ,Coventry.",NA
2011,"Coventry","Scots̴Lane","Scots Lane",NA
2011,"Coventry","Sewall̴Highway","Sewall Highway",NA
2011,"Coventry","sewall̴highway","sewall highway",NA
2011,"Coventry","sewall̴highway̴Coventry","sewall highway Coventry",NA
2011,"Coventry","Silver̴Street̴,Coventry.","Silver Street ,Coventry.",NA
2011,"Coventry","Sky̴Blue̴Way","Sky Blue Way",NA
2011,"Coventry","sky̴dome","sky dome",NA
2011,"Coventry","sky̴dome","sky dome",NA
2011,"Coventry","sky̴dome","sky dome",NA
2011,"Coventry","sky̴dome","sky dome",NA
2011,"Coventry","sky̴dome","sky dome",NA
2011,"Coventry","sky̴dome","sky dome",NA
2011,"Coventry","Sky̴dome","Sky dome",NA
2011,"Coventry","Sky̴dome","Sky dome",NA
2011,"Coventry","Sky̴Dome̴Concourse","Sky Dome Concourse",NA
2011,"Coventry","Sky̴Dome̴Concourse","Sky Dome Concourse",NA
2011,"Coventry","Sky̴Dome̴Concourse","Sky Dome Concourse",NA
2011,"Coventry","sky̴dome̴concourse","sky dome concourse",NA
2011,"Coventry","sky̴dome̴concourse","sky dome concourse",NA
2011,"Coventry","sky̴dome̴concourse̴Covenmtry","sky dome concourse Covenmtry",NA
2011,"Coventry","sky̴dome̴concourse̴Coventry","sky dome concourse Coventry",NA
2011,"Coventry","Sky̴Dome̴concourse.","Sky Dome concourse.",NA
2011,"Coventry","Sky̴Dome,̴Coventry","Sky Dome, Coventry",NA
2011,"Coventry","Sky̴Dome,̴Coventry̴City̴centre","Sky Dome, Coventry City centre",NA
2011,"Coventry","Sky̴Dome.","Sky Dome.",NA
2011,"Coventry","sky̴dome.","sky dome.",NA
2011,"Coventry","sky̴dome.","sky dome.",NA
2011,"Coventry","Skydome","Skydome",NA
2011,"Coventry","Skydome","Skydome",NA
2011,"Coventry","skydome","skydome",NA
2011,"Coventry","Skydome","Skydome",NA
2011,"Coventry","Skydome","Skydome",NA
2011,"Coventry","Skydome","Skydome",NA
2011,"Coventry","Skydome̴,̴Coventry.","Skydome , Coventry.",NA
2011,"Coventry","Skydome̴Car̴Park","Skydome Car Park",NA
2011,"Coventry","Skydome̴Car̴Park","Skydome Car Park",NA
2011,"Coventry","Skydome̴complex","Skydome complex",NA
2011,"Coventry","Skydome̴Complex","Skydome Complex",NA
2011,"Coventry","skydome̴complex","skydome complex",NA
2011,"Coventry","Skydome̴Complex,̴Coventry","Skydome Complex, Coventry",NA
2011,"Coventry","Skydome̴concourse","Skydome concourse",NA
2011,"Coventry","Skydome̴concourse","Skydome concourse",NA
2011,"Coventry","Skydome̴concourse","Skydome concourse",NA
2011,"Coventry","Skydome̴Concourse","Skydome Concourse",NA
2011,"Coventry","Skydome̴Concourse","Skydome Concourse",NA
2011,"Coventry","Skydome̴Concourse","Skydome Concourse",NA
2011,"Coventry","Skydome̴concourse","Skydome concourse",NA
2011,"Coventry","Skydome̴concourse","Skydome concourse",NA
2011,"Coventry","skydome̴concourse","skydome concourse",NA
2011,"Coventry","Skydome̴concourse","Skydome concourse",NA
2011,"Coventry","Skydome̴concourse","Skydome concourse",NA
2011,"Coventry","Skydome̴concourse","Skydome concourse",NA
2011,"Coventry","Skydome̴Concourse","Skydome Concourse",NA
2011,"Coventry","Skydome̴Concourse","Skydome Concourse",NA
2011,"Coventry","Skydome̴concourse","Skydome concourse",NA
2011,"Coventry","Skydome̴concourse̴,Coventry","Skydome concourse ,Coventry",NA
2011,"Coventry","Skydome̴concourse...","Skydome concourse...",NA
2011,"Coventry","skydome̴Coventry","skydome Coventry",NA
2011,"Coventry","Skydome̴Coventry","Skydome Coventry",NA
2011,"Coventry","Skydome̴Coventry̴City̴Centre","Skydome Coventry City Centre",NA
2011,"Coventry","SkyDome,̴Coventry","SkyDome, Coventry",NA
2011,"Coventry","Skydome,̴Coventry","Skydome, Coventry",NA
2011,"Coventry","sorell̴Close","sorell Close",NA
2011,"Coventry","Southbank̴Road̴,Coventry.","Southbank Road ,Coventry.",NA
2011,"Coventry","spom̴st̴coventry","spom st coventry",NA
2011,"Coventry","Spon̴End","Spon End",NA
2011,"Coventry","Spon̴End,̴Coventry","Spon End, Coventry",NA
2011,"Coventry","Spon̴St̴,Coventry","Spon St ,Coventry",NA
2011,"Coventry","Spon̴St̴,Coventry.","Spon St ,Coventry.",NA
2011,"Coventry","SPON̴ST̴Coventry","SPON ST Coventry",NA
2011,"Coventry","spon̴st̴Coventry","spon st Coventry",NA
2011,"Coventry","spon̴st̴Coventry","spon st Coventry",NA
2011,"Coventry","spon̴st̴Coventry","spon st Coventry",NA
2011,"Coventry","spon̴st̴Coventry","spon st Coventry",NA
2011,"Coventry","spon̴st̴Coventry","spon st Coventry",NA
2011,"Coventry","spon̴st̴Coventry","spon st Coventry",NA
2011,"Coventry","Spon̴street","Spon street",NA
2011,"Coventry","Spon̴STreet","Spon STreet",NA
2011,"Coventry","Spon̴Street","Spon Street",NA
2011,"Coventry","spon̴street","spon street",NA
2011,"Coventry","spon̴street","spon street",NA
2011,"Coventry","Spon̴STreet","Spon STreet",NA
2011,"Coventry","St̴georges̴road","St georges road",NA
2011,"Coventry","St̴Georges̴Road,̴Stoke","St Georges Road, Stoke",NA
2011,"Coventry","St̴Lukes̴Road̴Coventry","St Lukes Road Coventry",NA
